"Местное время в Уфе / им. Мустая Карима (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"07.08.2022 00:00";"19.0";"752.8";"765.0";"64";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 23:30";"20.0";"752.9";"765.0";"64";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 23:00";"21.0";"752.9";"765.0";"60";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 22:30";"21.0";"752.9";"765.0";"57";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 22:00";"21.0";"752.9";"765.0";"60";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 21:30";"22.0";"753.0";"765.0";"61";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"06.08.2022 21:00";"24.0";"753.0";"765.0";"50";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 20:30";"28.0";"753.2";"765.0";"32";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"06.08.2022 20:00";"29.0";"753.2";"765.0";"29";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"06.08.2022 19:30";"29.0";"753.2";"765.0";"27";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"06.08.2022 19:00";"29.0";"753.2";"765.0";"29";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"06.08.2022 18:30";"30.0";"753.3";"765.0";"25";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"06.08.2022 18:00";"30.0";"753.3";"765.0";"25";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"06.08.2022 17:30";"30.0";"753.3";"765.0";"25";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"06.08.2022 17:00";"30.0";"754.1";"765.8";"24";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"06.08.2022 16:30";"30.0";"754.1";"765.8";"24";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"06.08.2022 16:00";"30.0";"754.1";"765.8";"27";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"06.08.2022 15:30";"30.0";"754.1";"765.8";"27";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"06.08.2022 15:00";"30.0";"754.1";"765.8";"27";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"06.08.2022 14:30";"30.0";"754.1";"765.8";"27";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"06.08.2022 14:00";"30.0";"754.1";"765.8";"27";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"06.08.2022 13:30";"29.0";"754.0";"765.8";"31";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"06.08.2022 13:00";"29.0";"754.0";"765.8";"31";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"06.08.2022 12:30";"28.0";"754.8";"766.6";"37";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 12:00";"27.0";"754.7";"766.6";"42";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 11:30";"27.0";"754.7";"766.6";"39";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 11:00";"26.0";"754.7";"766.6";"45";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 10:30";"24.0";"754.6";"766.6";"47";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 10:00";"23.0";"754.6";"766.6";"53";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 09:30";"22.0";"754.5";"766.6";"61";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"06.08.2022 09:00";"21.0";"755.2";"767.3";"64";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"06.08.2022 08:30";"19.0";"755.1";"767.3";"73";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"06.08.2022 08:00";"17.0";"755.0";"767.3";"77";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 07:30";"16.0";"754.3";"766.6";"83";"Ветер, дующий с запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"06.08.2022 07:00";"16.0";"754.3";"766.6";"77";"Ветер, дующий с западо-юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 06:30";"13.0";"754.2";"766.6";"88";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"06.08.2022 06:00";"12.0";"754.1";"766.6";"88";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"06.08.2022 05:30";"12.0";"754.1";"766.6";"88";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"06.08.2022 05:00";"11.0";"754.1";"766.6";"88";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"06.08.2022 04:30";"12.0";"754.1";"766.6";"88";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"06.08.2022 04:00";"14.0";"754.2";"766.6";"82";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"06.08.2022 03:30";"14.0";"754.2";"766.6";"82";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"06.08.2022 03:00";"15.0";"754.3";"766.6";"82";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 02:30";"15.0";"754.3";"766.6";"82";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 02:00";"16.0";"754.3";"766.6";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 01:30";"16.0";"754.3";"766.6";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 01:00";"16.0";"754.3";"766.6";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 00:30";"18.0";"754.4";"766.6";"68";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"06.08.2022 00:00";"18.0";"754.4";"766.6";"68";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"05.08.2022 23:30";"19.0";"754.4";"766.6";"68";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"05.08.2022 23:00";"18.0";"754.4";"766.6";"68";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"05.08.2022 22:30";"20.0";"754.5";"766.6";"64";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"05.08.2022 22:00";"21.0";"753.7";"765.8";"60";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"05.08.2022 21:30";"23.0";"753.8";"765.8";"53";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"05.08.2022 21:00";"24.0";"753.8";"765.8";"47";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"05.08.2022 20:30";"27.0";"754.0";"765.8";"37";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"05.08.2022 20:00";"28.0";"754.0";"765.8";"32";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
